Date,ServiceCategory,MarketingChannel,Season,CustomerType,AdSpend,Conversions,Revenue,DayName,MonthName,Year,ConversionRate,ROI,RevenuePerConversion,CustomerFlag,Segment,SpendPerConversion,PerformanceScore,LoyaltyPotential,ChannelEfficiency,Cost_per_Conversion
2024-10-01,Sandwich,Google Ads,Summer,Returning,68.33,1,25.64,Tuesday,October,2024,0.014634860237084737,0.3752378164788526,25.64,1,Returning_Google Ads,68.33,0.00549155299983686,0.3752378164788526,0.014634860237084737,68.33
2024-06-27,Pastry,Flyers,Summer,Returning,27.45,9,236.69,Thursday,June,2024,0.18808314201505583,5.815488989814098,26.29888888888889,1,Returning_Flyers,3.05,0.5606004644868534,3.2240023204473434,0.18808314201505583,3.05
2025-01-30,Smoothie,Referral,Spring,New,74.49,5,138.59,Thursday,January,2025,0.06712310377231843,1.8605181903611225,27.718,0,New_Referral,14.898,0.12488375556189574,0.0,0.06712310377231843,14.898
2024-07-13,Pastry,Instagram,Fall,Returning,32.65,8,236.42,Saturday,July,2024,0.18808314201505583,5.815488989814098,29.5525,1,Returning_Instagram,4.08125,0.5606004644868534,3.2240023204473434,0.18808314201505583,4.08125
2024-09-12,Coffee,Instagram,Spring,New,111.38,5,110.44,Thursday,September,2024,0.0448913629017777,0.9915604237744658,22.088,0,New_Instagram,22.276,0.04451249882270003,0.0,0.0448913629017777,22.276
2024-06-01,Smoothie,Referral,Summer,Returning,193.76,9,116.29,Saturday,June,2024,0.04644921552436004,0.6001754748142032,12.921111111111111,1,Returning_Referral,21.528888888888886,0.027877679982080045,0.6001754748142032,0.04644921552436004,21.528888888888886
2025-02-06,Pastry,Instagram,Summer,New,165.4,7,160.5,Thursday,February,2025,0.04232164449818621,0.9703748488512696,22.928571428571427,0,New_Instagram,23.62857142857143,0.04106785938306461,0.0,0.04232164449818621,23.62857142857143
2025-04-15,Pastry,Referral,Winter,Returning,81.44,2,92.13,Tuesday,April,2025,0.024557956777996073,1.131262278978389,46.065,1,Returning_Referral,40.72,0.027781490151728615,1.131262278978389,0.024557956777996073,40.72
2024-07-21,Pastry,Instagram,Fall,New,11.27,2,39.19,Sunday,July,2024,0.1774622892635315,3.4773735581188996,19.595,0,New_Instagram,5.635,0.5606004644868534,0.0,0.1774622892635315,5.635
2024-10-20,Sandwich,Flyers,Summer,Returning,121.6,2,11.65,Sunday,October,2024,0.01644736842105263,0.09580592105263158,5.825,1,Returning_Flyers,60.8,0.0015757552804709142,0.09580592105263158,0.01644736842105263,60.8
2024-05-17,Sandwich,Referral,Spring,Returning,195.44,10,358.29,Friday,May,2024,0.05116659844453541,1.8332480556692592,35.829,1,Returning_Referral,19.544,0.09380106711365428,1.8332480556692592,0.05116659844453541,19.544
2025-04-15,Smoothie,Flyers,Winter,New,69.32,8,175.8,Tuesday,April,2025,0.11540680900173111,2.536064627813041,21.975,0,New_Flyers,8.665,0.29267912611806596,0.0,0.11540680900173111,8.665
2024-08-20,Sandwich,Google Ads,Winter,Returning,185.54,10,467.30875000000003,Tuesday,August,2024,0.05389673385792821,2.518641532823111,46.730875000000005,1,Returning_Google Ads,18.554,0.13574655237809158,2.518641532823111,0.05389673385792821,18.554
2025-03-19,Smoothie,Referral,Fall,Returning,193.67,7,288.72,Wednesday,March,2025,0.03614395621417876,1.4907832911653847,41.24571428571429,1,Returning_Referral,27.667142857142856,0.05388280600071097,1.4907832911653847,0.03614395621417876,27.667142857142856
2025-04-24,Pastry,Referral,Winter,New,171.29,2,92.81,Thursday,April,2025,0.011676104851421567,0.5418296456302178,46.405,0,New_Referral,69.695,0.006326459753987015,0.0,0.011676104851421567,85.645
2024-05-18,Smoothie,Flyers,Spring,Returning,12.97,4,37.56,Saturday,May,2024,0.18808314201505583,2.8959136468774096,9.39,1,Returning_Flyers,3.2425,0.5606004644868534,2.8959136468774096,0.18808314201505583,3.2425
2024-08-29,Sandwich,Flyers,Winter,New,197.89,6,246.15,Thursday,August,2024,0.030319874677851334,1.243872858658851,41.025,0,New_Flyers,32.98166666666666,0.03771406918971705,0.0,0.030319874677851334,32.98166666666666
2024-06-27,Pastry,Google Ads,Summer,Returning,198.55,4,175.65,Thursday,June,2024,0.02014605892722236,0.884663812641652,43.9125,1,Returning_Google Ads,49.6375,0.01782248930025992,0.884663812641652,0.02014605892722236,49.6375
2025-03-07,Smoothie,Referral,Fall,Returning,21.32,8,114.15,Friday,March,2025,0.18808314201505583,5.354127579737336,14.26875,1,Returning_Referral,2.665,0.5606004644868534,3.2240023204473434,0.18808314201505583,2.665
2025-04-07,Pastry,Referral,Winter,New,64.9,6,258.08,Monday,April,2025,0.09244992295839753,3.9765793528505387,43.01333333333333,0,New_Referral,10.816666666666668,0.3676344548089866,0.0,0.09244992295839753,10.816666666666668
2024-07-01,Smoothie,Referral,Fall,Returning,49.62,5,166.84,Monday,July,2024,0.10076582023377671,3.3623538895606613,33.368,1,Returning_Referral,9.924,0.33881034759780954,3.2240023204473434,0.10076582023377671,9.924
2025-03-14,Pastry,Flyers,Fall,Returning,80.2,5,115.13,Friday,March,2025,0.062344139650872814,1.4355361596009975,23.026,1,Returning_Flyers,16.04,0.08949726680804222,1.4355361596009975,0.062344139650872814,16.04
2025-03-21,Pastry,Google Ads,Fall,New,163.63,9,103.25,Friday,March,2025,0.05500213897207114,0.6309967609851495,11.472222222222221,0,New_Google Ads,18.18111111111111,0.034706171538631946,0.0,0.05500213897207114,18.18111111111111
2025-02-03,Smoothie,Referral,Summer,Returning,14.67,6,90.71,Monday,February,2025,0.18808314201505583,5.815488989814098,15.118333333333332,1,Returning_Referral,2.445,0.5606004644868534,3.2240023204473434,0.18808314201505583,2.445
2024-06-05,Smoothie,Flyers,Summer,Returning,52.13,10,453.06,Wednesday,June,2024,0.18808314201505583,5.815488989814098,45.306,1,Returning_Flyers,5.213,0.5606004644868534,3.2240023204473434,0.18808314201505583,5.213
2024-10-01,Smoothie,Referral,Summer,New,105.88,7,173.9,Tuesday,October,2024,0.06611258027956177,1.6424253872308274,24.842857142857145,0,New_Referral,15.125714285714285,0.1085849802664884,0.0,0.06611258027956177,15.125714285714285
2025-02-26,Pastry,Flyers,Summer,Returning,92.96,5,73.4,Wednesday,February,2025,0.05378657487091222,0.7895869191049915,14.680000000000001,1,Returning_Flyers,18.592,0.04246917594153354,0.7895869191049915,0.05378657487091222,18.592
2025-03-17,Smoothie,Referral,Fall,New,31.56,9,436.7,Monday,March,2025,0.18808314201505583,5.815488989814098,48.52222222222222,0,New_Referral,3.5066666666666664,0.5606004644868534,0.0,0.18808314201505583,3.5066666666666664
2024-09-10,Coffee,Instagram,Spring,New,164.53,5,127.65,Tuesday,September,2024,0.030389594602807997,0.7758463502096883,25.53,0,New_Instagram,32.906,0.023577656056940625,0.0,0.030389594602807997,32.906
2025-04-23,Coffee,Flyers,Winter,Returning,162.32,3,74.15,Wednesday,April,2025,0.018482010842779697,0.4568137013307048,24.71666666666667,1,Returning_Flyers,54.10666666666666,0.008442835781124413,0.4568137013307048,0.018482010842779697,54.10666666666666
2024-08-10,Smoothie,Flyers,Winter,Returning,21.02,6,195.67,Saturday,August,2024,0.18808314201505583,5.815488989814098,32.611666666666665,1,Returning_Flyers,3.5033333333333334,0.5606004644868534,3.2240023204473434,0.18808314201505583,3.5033333333333334
2025-02-14,Sandwich,Instagram,Summer,Returning,16.8,3,125.62,Friday,February,2025,0.17857142857142858,5.815488989814098,41.873333333333335,1,Returning_Instagram,5.6000000000000005,0.5606004644868534,3.2240023204473434,0.17857142857142858,5.6000000000000005
2024-05-28,Sandwich,Flyers,Spring,New,165.45,2,57.16,Tuesday,May,2024,0.012088244182532489,0.3454820187367785,28.58,0,New_Flyers,69.695,0.004176271003164442,0.0,0.012088244182532489,82.725
2025-01-09,Sandwich,Instagram,Spring,New,176.69,6,193.84,Thursday,January,2025,0.03395777916124285,1.0970626521025526,32.306666666666665,0,New_Instagram,29.448333333333334,0.03725381126614588,0.0,0.03395777916124285,29.448333333333334
2025-03-08,Sandwich,Referral,Fall,New,140.16,2,34.31,Saturday,March,2025,0.014269406392694065,0.24479166666666669,17.155,0,New_Referral,69.695,0.0034930317732115683,0.0,0.014269406392694065,70.08
2025-03-29,Pastry,Flyers,Fall,Returning,88.36,9,202.63,Saturday,March,2025,0.10185604345857854,2.2932322317790854,22.514444444444443,1,Returning_Flyers,9.817777777777778,0.23357956186070358,2.2932322317790854,0.10185604345857854,9.817777777777778
2024-05-14,Pastry,Referral,Spring,New,36.56,7,247.71,Tuesday,May,2024,0.18808314201505583,5.815488989814098,35.387142857142855,0,New_Referral,5.222857142857143,0.5606004644868534,0.0,0.18808314201505583,5.222857142857143
2024-10-07,Pastry,Referral,Summer,Returning,87.73,9,274.73,Monday,October,2024,0.10258748432691212,3.131539952125841,30.525555555555556,1,Returning_Referral,9.747777777777777,0.3212568057578088,3.131539952125841,0.10258748432691212,9.747777777777777
2024-09-09,Pastry,Flyers,Spring,Returning,159.66,9,102.91,Monday,September,2024,0.056369785794813984,0.644557184016034,11.434444444444445,1,Returning_Flyers,17.74,0.03633355039549234,0.644557184016034,0.056369785794813984,17.74
2024-11-30,Pastry,Google Ads,Fall,Returning,74.8,3,104.84,Saturday,November,2024,0.040106951871657755,1.4016042780748663,34.946666666666665,1,Returning_Google Ads,24.933333333333334,0.056214075323858276,1.4016042780748663,0.040106951871657755,24.933333333333334
2024-07-05,Smoothie,Instagram,Fall,Returning,40.76,9,399.67,Friday,July,2024,0.18808314201505583,5.815488989814098,44.40777777777778,1,Returning_Instagram,4.528888888888889,0.5606004644868534,3.2240023204473434,0.18808314201505583,4.528888888888889
2024-12-21,Smoothie,Instagram,Winter,Returning,49.51,2,13.17,Saturday,December,2024,0.040395879620278734,0.26600686729953543,6.585,1,Returning_Instagram,24.755,0.010745581389599492,0.26600686729953543,0.040395879620278734,24.755
2024-12-18,Smoothie,Referral,Winter,Returning,150.53,2,44.82,Wednesday,December,2024,0.013286388095396267,0.2977479572178303,22.41,1,Returning_Referral,69.695,0.003955994914207538,0.2977479572178303,0.013286388095396267,75.265
2025-04-26,Pastry,Referral,Winter,New,170.95,5,182.75,Saturday,April,2025,0.029248318221702253,1.0690260310032174,36.55,0,New_Referral,34.19,0.031267213542065436,0.0,0.029248318221702253,34.19
2025-03-30,Sandwich,Instagram,Fall,New,17.8,10,331.27,Sunday,March,2025,0.18808314201505583,5.815488989814098,33.126999999999995,0,New_Instagram,1.78,0.5606004644868534,0.0,0.18808314201505583,1.78
2024-11-25,Coffee,Referral,Fall,Returning,77.9,1,20.53,Monday,November,2024,0.012836970474967907,0.26354300385109114,20.53,1,Returning_Referral,69.695,0.0033830937593208104,0.26354300385109114,0.012836970474967907,77.9
2025-04-29,Smoothie,Google Ads,Winter,Returning,41.12,9,189.82,Tuesday,April,2025,0.18808314201505583,4.6162451361867705,21.09111111111111,1,Returning_Google Ads,4.568888888888889,0.5606004644868534,3.2240023204473434,0.18808314201505583,4.568888888888889
2024-06-26,Pastry,Referral,Summer,Returning,93.61,4,37.48,Wednesday,June,2024,0.04273047751308621,0.40038457429761776,9.37,1,Returning_Referral,23.4025,0.01710862404861095,0.40038457429761776,0.04273047751308621,23.4025
2024-10-06,Pastry,Flyers,Summer,Returning,118.29,7,74.96,Sunday,October,2024,0.0591765998816468,0.6336968467326062,10.708571428571428,1,Returning_Flyers,16.89857142857143,0.03750002474535669,0.6336968467326062,0.0591765998816468,16.89857142857143
2024-09-05,Coffee,Instagram,Spring,New,10.04,3,80.06,Thursday,September,2024,0.18808314201505583,5.815488989814098,26.686666666666667,0,New_Instagram,3.3466666666666662,0.5606004644868534,0.0,0.18808314201505583,3.3466666666666662
2024-10-31,Sandwich,Flyers,Summer,Returning,32.36,8,364.75,Thursday,October,2024,0.18808314201505583,5.815488989814098,45.59375,1,Returning_Flyers,4.045,0.5606004644868534,3.2240023204473434,0.18808314201505583,4.045
2024-07-12,Smoothie,Google Ads,Fall,Returning,179.08,8,369.76,Friday,July,2024,0.044672771945499214,2.064775519320974,46.22,1,Returning_Google Ads,22.385,0.09223924589327556,2.064775519320974,0.044672771945499214,22.385
2024-09-08,Pastry,Referral,Spring,Returning,158.57,7,71.55,Sunday,September,2024,0.044144541842719306,0.45122028126379515,10.221428571428572,1,Returning_Referral,22.65285714285714,0.01991891258653318,0.45122028126379515,0.044144541842719306,22.65285714285714
2024-10-28,Pastry,Referral,Summer,New,159.49,4,174.93,Monday,October,2024,0.025079942316132673,1.096808577340272,43.7325,0,New_Referral,39.8725,0.027507895851533563,0.0,0.025079942316132673,39.8725
2024-09-06,Pastry,Referral,Spring,New,73.65,5,204.58,Friday,September,2024,0.0678886625933469,2.777732518669382,40.916000000000004,0,New_Referral,14.73,0.18857654573451335,0.0,0.0678886625933469,14.73
2024-12-05,Pastry,Instagram,Winter,Returning,73.45,7,269.51,Thursday,December,2024,0.09530292716133423,3.66929884275017,38.50142857142857,1,Returning_Instagram,10.492857142857144,0.34969492034378746,3.2240023204473434,0.09530292716133423,10.492857142857144
2024-10-08,Coffee,Google Ads,Summer,New,88.7,1,22.99,Tuesday,October,2024,0.011273957158962795,0.25918827508455466,22.99,0,New_Google Ads,69.695,0.0029220775094087334,0.0,0.011273957158962795,88.7
2024-09-28,Pastry,Instagram,Spring,New,166.61,10,372.37,Saturday,September,2024,0.060020406938359035,2.2349798931636755,37.237,0,New_Instagram,16.661,0.134144402686734,0.0,0.060020406938359035,16.661
2024-09-17,Smoothie,Flyers,Spring,Returning,170.25,10,168.87,Tuesday,September,2024,0.05873715124816446,0.9918942731277534,16.887,1,Returning_Flyers,17.025,0.058261043942893,0.9918942731277534,0.05873715124816446,17.025
2025-01-06,Sandwich,Flyers,Spring,New,78.34,5,43.33,Monday,January,2025,0.06382435537401072,0.5531018636711769,8.666,0,New_Flyers,15.668000000000001,0.03530136990497682,0.0,0.06382435537401072,15.668000000000001
2024-06-25,Sandwich,Flyers,Summer,Returning,196.01,3,100.96,Tuesday,June,2024,0.015305341564205908,0.5150757614407429,33.65333333333333,1,Returning_Flyers,65.33666666666666,0.007883410460294008,0.5150757614407429,0.015305341564205908,65.33666666666666
2024-05-02,Coffee,Instagram,Spring,Returning,120.37,9,152.77,Thursday,May,2024,0.07476946082911023,1.269170058984797,16.974444444444444,1,Returning_Instagram,13.374444444444444,0.0948951610107433,1.269170058984797,0.07476946082911023,13.374444444444444
2024-11-25,Coffee,Referral,Fall,New,182.37,10,266.01,Monday,November,2024,0.05483358008444371,1.4586280638262872,26.601,0,New_Referral,18.237000000000002,0.07998179875123579,0.0,0.05483358008444371,18.237000000000002
2025-01-13,Coffee,Google Ads,Spring,New,63.65,1,45.04,Monday,January,2025,0.015710919088766692,0.7076197957580519,45.04,0,New_Google Ads,63.65,0.011117357356764366,0.0,0.015710919088766692,63.65
2024-11-17,Coffee,Google Ads,Fall,New,126.26,8,105.98,Sunday,November,2024,0.06336131791541263,0.839379059084429,13.2475,0,New_Google Ads,15.7825,0.05318416341418843,0.0,0.06336131791541263,15.7825
2025-04-17,Smoothie,Instagram,Winter,New,184.23,1,9.34,Thursday,April,2025,0.005427997611681051,0.050697497693101015,9.34,0,New_Instagram,69.695,0.0002751858963963579,0.0,0.005427997611681051,184.23
2025-01-26,Coffee,Referral,Spring,New,114.05,2,72.48,Sunday,January,2025,0.017536168347216132,0.6355107409031128,36.24,0,New_Referral,57.025,0.011144423338941039,0.0,0.017536168347216132,57.025
2024-06-23,Smoothie,Referral,Summer,Returning,41.23,10,77.79,Sunday,June,2024,0.18808314201505583,1.886732961435848,7.779000000000001,1,Returning_Referral,4.122999999999999,0.4576116811631938,1.886732961435848,0.18808314201505583,4.122999999999999
2025-01-20,Smoothie,Referral,Spring,Returning,61.78,3,84.68,Monday,January,2025,0.048559404337973455,1.370670119779864,28.22666666666667,1,Returning_Referral,20.593333333333334,0.06655892456036892,1.370670119779864,0.048559404337973455,20.593333333333334
2025-01-23,Sandwich,Flyers,Spring,Returning,111.7,9,384.8,Thursday,January,2025,0.08057296329453895,3.444941808415398,42.75555555555556,1,Returning_Flyers,12.411111111111111,0.2775691698812765,3.2240023204473434,0.08057296329453895,12.411111111111111
2024-08-31,Sandwich,Flyers,Winter,New,158.01,10,384.67,Saturday,August,2024,0.06328713372571357,2.434466173027024,38.467,0,New_Flyers,15.800999999999998,0.15407038624308741,0.0,0.06328713372571357,15.800999999999998
2025-03-02,Coffee,Flyers,Fall,New,156.88,9,201.52,Sunday,March,2025,0.057368689444161146,1.2845486996430393,22.391111111111112,0,New_Flyers,17.43111111111111,0.07369287542572256,0.0,0.057368689444161146,17.43111111111111
2024-10-03,Coffee,Flyers,Summer,New,136.48,8,97.21,Thursday,October,2024,0.0586166471277843,0.7122655334114889,12.15125,0,New_Flyers,17.06,0.0417506174332643,0.0,0.0586166471277843,17.06
2025-01-08,Pastry,Google Ads,Spring,New,102.33,5,101.27,Wednesday,January,2025,0.048861526434085804,0.9896413563959738,20.253999999999998,0,New_Google Ads,20.466,0.04835538729580641,0.0,0.048861526434085804,20.466
2024-07-27,Coffee,Referral,Fall,Returning,176.88,4,25.79,Saturday,July,2024,0.022614201718679332,0.14580506558118497,6.4475,1,Returning_Referral,44.22,0.0032972651646581857,0.14580506558118497,0.022614201718679332,44.22
2024-06-04,Pastry,Instagram,Summer,Returning,121.71,7,300.97,Tuesday,June,2024,0.05751376222167447,2.472845287979624,42.99571428571429,1,Returning_Instagram,17.387142857142855,0.14222263590384823,2.472845287979624,0.05751376222167447,17.387142857142855
2024-07-05,Coffee,Instagram,Fall,New,74.87,2,98.87,Friday,July,2024,0.026712969146520636,1.3205556297582477,49.435,0,New_Instagram,37.435,0.0352759617939962,0.0,0.026712969146520636,37.435
2024-09-30,Coffee,Referral,Spring,Returning,137.81,9,189.12,Monday,September,2024,0.06530730716203469,1.3723242144982222,21.013333333333335,1,Returning_Referral,15.312222222222223,0.08962279900213337,1.3723242144982222,0.06530730716203469,15.312222222222223
2024-12-10,Pastry,Referral,Winter,Returning,168.12,3,114.66,Tuesday,December,2024,0.01784439685938615,0.6820128479657387,38.22,1,Returning_Referral,56.04,0.012170107922300832,0.6820128479657387,0.01784439685938615,56.04
2024-07-28,Pastry,Google Ads,Fall,New,163.08,9,386.57,Sunday,July,2024,0.05518763796909492,2.3704316899681137,42.95222222222222,0,New_Google Ads,18.12,0.13081852593643012,0.0,0.05518763796909492,18.12
2025-03-14,Smoothie,Referral,Fall,Returning,23.45,9,271.12,Friday,March,2025,0.18808314201505583,5.815488989814098,30.124444444444446,1,Returning_Referral,2.6055555555555556,0.5606004644868534,3.2240023204473434,0.18808314201505583,2.6055555555555556
2024-06-02,Pastry,Flyers,Summer,New,108.78,6,87.0,Sunday,June,2024,0.05515719801434087,0.7997793712079426,14.5,0,New_Flyers,18.13,0.04411358914550152,0.0,0.05515719801434087,18.13
